Design Points,extrusion,angle_1,radius_small,radius_large,distance_between_circles,frame_fillet_radius,angle_2,ply_angle_1,ply_angle_2,ply_angle_3,ply_angle_4,ply_angle_5,ply_angle_6,ply_angle_7,ply_angle_8,ply_angle_9,ply_angle_10,ply_angle_11,ply_angle_12,ply_angle_13,ply_angle_14,ply_angle_15,ply_angle_16,ply_angle_17,ply_angle_18,ply_angle_19,ply_angle_20,ply_angle_21,ply_angle_22,ply_angle_23,ply_angle_24,ply_angle_25,ply_angle_26,ply_angle_27,ply_angle_28,ply_angle_29,ply_angle_30,ply_angle_31,ply_angle_32,ply_angle_33,ply_angle_34,ply_angle_35,ply_angle_36,ply_angle_37,ply_angle_38,ply_angle_39,ply_angle_40,ply_angle_41,ply_angle_42,ply_angle_43,ply_angle_44,ply_angle_45,ply_angle_46,ply_angle_47,ply_angle_48,ply_angle_49,ply_angle_50,ply_angle_51,ply_angle_52,ply_angle_53,ply_angle_54,ply_angle_55,ply_angle_56,ply_angle_57,ply_angle_58,ply_angle_59,ply_angle_60,ply_angle_61,ply_angle_62,ply_angle_63,ply_angle_64,ply_angle_65,ply_angle_66,ply_angle_67,ply_angle_68,ply_angle_69,ply_angle_70,ply_angle_71,ply_angle_72,ply_angle_73,ply_angle_74,ply_angle_75,ply_angle_76,ply_angle_77,ply_angle_78,ply_angle_79,ply_angle_80,ply_angle_81,ply_angle_82,ply_angle_83,ply_angle_84,ply_angle_85,ply_angle_86,ply_angle_87,ply_angle_88,ply_angle_89,ply_angle_90,ply_angle_91,ply_angle_92,ply_angle_93,ply_angle_94,ply_angle_95,ply_angle_96,ply_angle_97,ply_angle_98,ply_angle_99,ply_angle_100,ply_active_'''''''True,ply_active_2,ply_active_3,ply_active_4,ply_active_5,ply_active_6,ply_active_7,ply_active_8,ply_active_9,ply_active_'''''''True'''''''False,ply_active_'''''''True'''''''True,ply_active_'''''''True2,ply_active_'''''''True3,ply_active_'''''''True4,ply_active_'''''''True5,ply_active_'''''''True6,ply_active_'''''''True7,ply_active_'''''''True8,ply_active_'''''''True9,ply_active_2'''''''False,ply_active_2'''''''True,ply_active_22,ply_active_23,ply_active_24,ply_active_25,ply_active_26,ply_active_27,ply_active_28,ply_active_29,ply_active_3'''''''False,ply_active_3'''''''True,ply_active_32,ply_active_33,ply_active_34,ply_active_35,ply_active_36,ply_active_37,ply_active_38,ply_active_39,ply_active_4'''''''False,ply_active_4'''''''True,ply_active_42,ply_active_43,ply_active_44,ply_active_45,ply_active_46,ply_active_47,ply_active_48,ply_active_49,ply_active_5'''''''False,ply_active_5'''''''True,ply_active_52,ply_active_53,ply_active_54,ply_active_55,ply_active_56,ply_active_57,ply_active_58,ply_active_59,ply_active_6'''''''False,ply_active_6'''''''True,ply_active_62,ply_active_63,ply_active_64,ply_active_65,ply_active_66,ply_active_67,ply_active_68,ply_active_69,ply_active_7'''''''False,ply_active_7'''''''True,ply_active_72,ply_active_73,ply_active_74,ply_active_75,ply_active_76,ply_active_77,ply_active_78,ply_active_79,ply_active_8'''''''False,ply_active_8'''''''True,ply_active_82,ply_active_83,ply_active_84,ply_active_85,ply_active_86,ply_active_87,ply_active_88,ply_active_89,ply_active_9'''''''False,ply_active_9'''''''True,ply_active_92,ply_active_93,ply_active_94,ply_active_95,ply_active_96,ply_active_97,ply_active_98,ply_active_99,ply_active_'''''''True'''''''False'''''''False
dp2142,200,10,15.33077458,66.73169959,158.8051628,24.18506041,20,90,90,90,0,0,0,0,90,0,90,0,0,0,0,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2143,200,10,21.27685707,51.27883729,130.337639,27.218348,20,0,0,0,-45,-45,90,45,90,0,45,90,90,45,0,-45,90,0,90,90,0,90,0,45,90,90,0,45,90,-45,-45,90,90,0,45,90,-45,-45,90,45,0,90,90,-45,-45,90,45,0,90,90,45,0,90,0,90,90,0,90,-45,0,45,90,90,45,0,90,45,90,-45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2144,200,10,21.38657431,70.31106816,146.0433441,29.88953035,20,0,-45,0,45,90,90,-45,-45,-45,90,45,-45,0,90,-45,0,45,45,45,90,0,90,90,90,45,90,0,0,90,90,90,0,0,0,0,0,0,90,90,90,0,0,90,45,90,90,90,0,90,45,45,45,0,-45,90,0,-45,45,90,-45,-45,-45,90,90,45,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2145,200,10,15.25574967,47.55005036,163.2374019,17.77689929,20,-45,0,0,-45,90,90,0,90,45,0,0,90,0,90,-45,45,-45,0,0,0,45,-45,0,0,45,90,0,45,90,0,90,90,90,45,90,0,-45,0,0,90,90,0,90,90,0,90,90,0,0,-45,0,90,45,90,90,90,0,90,45,0,90,45,0,0,-45,45,0,0,0,-45,45,-45,90,0,90,0,0,45,90,0,90,90,-45,0,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2146,200,10,17.81951775,65.3951826,138.0341187,28.17997483,20,90,45,45,90,45,45,0,90,90,45,0,90,90,-45,-45,90,45,-45,-45,-45,45,0,-45,0,-45,90,45,90,0,90,90,0,90,-45,45,90,0,0,0,-45,90,90,90,-45,0,0,0,90,45,-45,90,0,90,90,0,90,45,90,-45,0,-45,0,45,-45,-45,-45,45,90,-45,-45,90,90,0,45,90,90,0,45,45,90,45,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2147,200,10,24.03806134,52.1912391,154.5473178,23.21629533,20,0,45,-45,0,90,0,90,90,-45,0,0,0,-45,0,90,0,90,90,0,90,90,90,0,0,45,0,45,0,45,0,45,0,0,90,90,90,0,90,90,0,90,0,-45,0,0,0,-45,90,90,0,90,0,-45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2148,200,10,25.16983972,60.71684534,155.6264002,20.16512007,20,0,0,-45,0,90,90,0,90,90,0,45,45,90,0,-45,90,0,0,0,0,90,0,90,0,0,0,0,90,-45,0,90,45,45,0,90,90,0,90,90,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2149,200,10,18.92566155,57.08082714,127.8858221,32.19042649,20,45,45,0,0,90,0,0,45,-45,90,90,-45,90,-45,0,-45,0,45,90,-45,0,-45,90,45,90,45,90,45,90,45,90,-45,0,-45,90,45,0,-45,0,-45,90,-45,90,90,-45,45,0,0,90,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2150,200,10,15.623977,74.91936811,170.1398862,21.73597055,20,-45,45,0,90,45,0,90,90,90,90,90,0,-45,-45,0,90,90,90,90,90,0,45,90,0,45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2151,200,10,21.78043623,42.59042394,141.6732087,26.84578303,20,45,-45,-45,90,90,0,90,-45,90,90,90,90,0,90,45,90,45,45,0,90,-45,90,0,0,0,-45,90,45,-45,45,90,45,-45,45,90,-45,0,0,0,90,-45,90,0,45,45,90,45,90,0,90,90,90,90,-45,90,0,90,90,-45,-45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2152,200,10,22.95224801,68.70089071,131.4116771,22.59526672,20,0,90,-45,45,90,0,90,90,90,0,0,90,90,90,0,90,45,-45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2153,200,10,16.70221314,53.80935863,159.2196859,25.07299442,20,90,90,0,45,0,90,0,90,0,0,90,0,90,90,90,90,90,0,-45,-45,45,90,90,0,90,0,90,90,45,-45,-45,0,90,90,90,90,90,0,90,0,0,90,0,90,0,45,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2154,200,10,19.34742809,71.64573017,139.5960041,20.5328326,20,0,0,45,90,90,0,0,0,90,90,90,45,90,45,90,90,-45,-45,-45,0,90,90,0,0,0,0,0,90,90,0,-45,-45,-45,90,90,45,90,45,90,90,90,0,0,0,90,90,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2155,200,10,25.49802526,50.57226139,168.0862315,30.86160695,20,-45,0,0,90,90,0,90,-45,90,90,-45,45,90,-45,0,0,45,90,90,0,45,90,90,90,45,45,0,90,90,45,45,-45,0,0,90,0,90,-45,0,-45,90,90,90,90,-45,0,-45,90,0,90,0,0,-45,45,45,90,90,0,45,45,90,90,90,45,0,90,90,45,0,0,-45,90,45,-45,90,90,-45,90,0,90,90,0,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2156,200,10,23.61624813,75.97260363,166.7427862,27.40124775,20,90,0,0,90,90,45,0,-45,-45,90,0,0,90,0,0,45,0,90,90,0,90,90,0,45,0,0,90,0,0,90,-45,-45,0,45,90,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2157,200,10,17.4912859,46.45607222,149.4813192,24.95246732,20,0,45,0,0,0,-45,0,90,90,45,90,90,0,0,-45,45,90,0,-45,90,0,90,-45,0,0,0,90,90,0,90,90,90,0,0,45,0,-45,90,45,45,90,-45,0,45,0,0,90,90,90,0,90,90,0,0,0,-45,90,0,90,-45,0,90,45,-45,0,0,90,90,45,90,90,0,-45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2158,200,10,14.08398456,64.30342955,152.4057832,29.55843624,20,90,0,-45,0,90,45,-45,45,0,45,-45,45,90,0,-45,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2159,200,10,20.30838448,57.85496118,135.8690128,19.02514795,20,45,0,0,90,-45,90,0,0,-45,90,0,90,90,90,45,90,0,-45,45,0,0,90,90,45,90,-45,0,90,-45,90,0,0,-45,0,0,45,45,0,90,90,0,45,45,0,0,-45,0,0,90,-45,90,0,-45,90,45,90,90,0,0,45,-45,0,90,45,90,90,90,0,90,-45,0,0,90,-45,90,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2160,200,10,20.62231127,62.33761302,172.0024986,25.47872997,20,0,45,90,45,-45,0,0,90,90,45,0,-45,90,0,90,90,0,-45,0,-45,90,0,-45,0,0,45,45,90,45,-45,0,-45,45,0,90,45,-45,0,0,0,90,90,-45,45,90,90,45,-45,90,90,0,0,0,-45,45,90,0,45,-45,0,-45,45,90,45,45,0,0,-45,0,90,-45,0,-45,0,90,90,0,90,-45,0,45,90,90,0,0,-45,45,90,45,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
dp2161,200,10,14.4731875,59.82108241,144.2161084,23.11790451,20,90,90,-45,45,45,90,0,-45,-45,0,0,90,0,-45,45,45,90,0,90,45,45,-45,0,90,0,0,-45,-45,0,90,45,45,-45,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2162,200,10,17.07791531,77.93869536,158.3905769,31.39328562,20,-45,90,45,45,45,0,0,45,90,-45,45,0,90,90,-45,90,-45,90,90,45,45,0,0,90,90,90,0,0,90,90,90,90,45,0,-45,90,90,0,-45,-45,-45,90,45,90,-45,0,90,90,90,90,0,-45,90,45,90,-45,-45,-45,0,90,90,-45,0,45,90,90,90,90,0,0,90,90,90,0,0,45,45,90,90,-45,90,-45,90,90,0,45,-45,90,45,0,0,45,45,45,90,-45,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
dp2163,200,10,23.3264997,44.49022511,129.878731,20.94783781,20,-45,45,0,90,-45,-45,45,0,90,-45,90,45,-45,45,45,0,45,45,-45,45,90,-45,90,0,45,-45,-45,90,0,45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2164,200,10,25.93410102,73.05463857,136.6988605,24.42256248,20,90,0,90,90,0,0,45,45,90,-45,90,90,-45,90,0,-45,0,90,90,45,0,45,90,90,0,-45,0,90,-45,90,90,-45,90,45,45,0,0,90,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2165,200,10,19.70822188,49.16310837,153.9380008,26.98813081,20,0,-45,45,-45,90,45,90,0,90,90,90,0,90,90,0,0,0,90,45,90,0,0,0,0,90,0,0,90,0,90,0,90,90,0,-45,90,0,45,-45,0,0,90,90,90,0,0,-45,45,0,90,-45,0,90,90,0,90,0,90,0,0,90,0,0,0,0,90,45,90,0,0,0,90,90,0,90,90,90,0,90,45,90,-45,45,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2166,200,10,16.36558047,67.29170711,145.5643132,18.61740969,20,0,90,0,90,0,0,0,90,90,0,90,90,0,0,0,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2167,200,10,22.49199898,55.21823753,162.1234103,29.03413906,20,90,90,45,90,90,-45,-45,-45,90,0,45,45,0,45,45,0,90,-45,-45,-45,90,90,45,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dp2168,200,10,22.16377502,74.07278322,150.3667093,18.30125279,20,90,0,-45,90,90,90,-45,90,90,0,0,45,0,45,90,90,0,0,90,-45,0,0,45,0,0,90,0,90,90,0,90,90,0,90,0,0,45,0,0,-45,90,0,0,90,90,45,0,45,0,0,90,90,-45,90,90,90,-45,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
